Fecha,Semana,Turno,Tripulacion,Fase,Linea,Cliente,Lado,Estacion,Min,Problema,Paro,Capturista,Estación
2025-05-15,20.0,1,B,Fase2,M16 A RH,HONDA,RH,LÍNEA,4.0,Cambio de Modelo ,RH LÍNEA Cambio de Modelo ,4 min RH LÍNEA Cambio de Modelo  ,
2025-05-15,20.0,1,B,Fase2,M16 A RH,HONDA,RH,LÍNEA,5.0,Junta de Seguridad,RH LÍNEA Junta de Seguridad,5 min RH LÍNEA Junta de Seguridad ,
2025-05-15,20.0,1,B,Fase2,M16 A RH,HONDA,RH,LÍNEA,8.0,Junta de Reclamo,RH LÍNEA Junta de Reclamo,8 min RH LÍNEA Junta de Reclamo ,
2025-05-15,20.0,1,B,Fase2,M18 RH,HONDA,RH,B1,6.0,Mal Ensamble,RH B1 Mal Ensamble,6 min RH B1 Mal Ensamble clip OH ,
2025-05-15,20.0,1,B,Fase2,M18 RH,HONDA,RH,B13,7.0,Falla de Máquina,RH B13 Falla de Máquina,7 min RH B13 Falla de Máquina se queda a medio ciclo ,
2025-05-15,20.0,1,B,Fase2,M18 RH,HONDA,RH,B8,21.0,Falla de Máquina,RH B8 Falla de Máquina,21 min RH B8 Falla de Máquina se queda pausada ,
2025-05-15,20.0,1,B,Fase2,M18 RH,HONDA,RH,LÍNEA,7.0,Junta de Seguridad,RH LÍNEA Junta de Seguridad,7 min RH LÍNEA Junta de Seguridad ,
2025-05-15,20.0,1,B,Fase2,M18 RH,HONDA,RH,LÍNEA,9.0,Cambio de Modelo ,RH LÍNEA Cambio de Modelo ,9 min RH LÍNEA Cambio de Modelo  ,
2025-05-15,20.0,1,B,Fase2,M18 RH,HONDA,RH,B5,6.0,Exceso de Grasa,RH B5 Exceso de Grasa,6 min RH B5 Exceso de Grasa ,
2025-05-15,20.0,1,B,Fase2,M18 RH,HONDA,RH,B8,25.0,Entrenamiento de Personal,RH B8 Entrenamiento de Personal,25 min RH B8 Entrenamiento de Personal ,
2025-05-15,20.0,1,B,Fase2,M18 RH,HONDA,RH,B5,10.0,No Inyecta Puntos de Grasa,RH B5 No Inyecta Puntos de Grasa,10 min RH B5 No Inyecta Puntos de Grasa ,
2025-05-15,20.0,1,B,Fase2,M18 RH,HONDA,RH,B8,36.0,Material No Conforme,RH B8 Material No Conforme,36 min RH B8 Material No Conforme COVER,
2025-05-15,20.0,1,B,Fase2,M18 RH,HONDA,RH,B13,7.0,No da Ciclo,RH B13 No da Ciclo,7 min RH B13 No da Ciclo ,
2025-05-15,20.0,1,B,Fase2,M16 A LH,HONDA,LH,B7,45.0,No Inyecta Puntos de Grasa,LH B7 No Inyecta Puntos de Grasa,45 min LH B7 No Inyecta Puntos de Grasa ,
2025-05-15,20.0,1,B,Fase2,M16 A LH,HONDA,LH,LÍNEA,3.0,Material Mezclado,LH LÍNEA Material Mezclado,3 min LH LÍNEA Material Mezclado mal etiquetado ,
2025-05-15,20.0,1,B,Fase2,M16 A LH,HONDA,LH,LÍNEA,5.0,Junta de Reclamo,LH LÍNEA Junta de Reclamo,5 min LH LÍNEA Junta de Reclamo ,
2025-05-15,20.0,1,B,Fase2,M16 A LH,HONDA,LH,B1,15.0,Material con Tiro Corto,LH B1 Material con Tiro Corto,15 min LH B1 Material con Tiro Corto case,
2025-05-15,20.0,2,A,Fase1,AC6,STELLANTIS,,A6,30.0,No da Ciclo, A6 No da Ciclo,30 min  A6 No da Ciclo sensor activado,
2025-05-15,20.0,2,A,Fase1,AC6,STELLANTIS,,LÍNEA,10.0,Cambio de Línea, LÍNEA Cambio de Línea,10 min  LÍNEA Cambio de Línea por falta de material ,
2025-05-15,20.0,2,A,Fase1,Hood Lock P71A,NISSAN,,A2,27.0,Ajuste de Riveteados, A2 Ajuste de Riveteados,27 min  A2 Ajuste de Riveteados ,
2025-05-15,20.0,2,A,Fase1,Hinge P02F,NISSAN,,LÍNEA,3.0,Cambio de Modelo , LÍNEA Cambio de Modelo ,3 min  LÍNEA Cambio de Modelo  ,
2025-05-15,20.0,2,A,Fase1,Check link XDC,NISSAN,,LÍNEA,10.0,Cambio de Modelo , LÍNEA Cambio de Modelo ,10 min  LÍNEA Cambio de Modelo  ,
2025-05-15,20.0,2,A,Fase1,Check link XDC,NISSAN,,LÍNEA,20.0,Liberación de Calidad, LÍNEA Liberación de Calidad,20 min  LÍNEA Liberación de Calidad ,
2025-05-15,20.0,2,A,Fase1,Check link XDC,NISSAN,,LÍNEA,5.0,Falla de Sistema POD, LÍNEA Falla de Sistema POD,5 min  LÍNEA Falla de Sistema POD ,
2025-05-15,20.0,2,A,Fase1,Check link XDC,NISSAN,,A2,10.0,Cambio de Grasa, A2 Cambio de Grasa,10 min  A2 Cambio de Grasa ,
2025-05-15,20.0,2,A,Fase1,AC9 Cinch,STELLANTIS,,A8,15.0,Falla de Máquina, A8 Falla de Máquina,15 min  A8 Falla de Máquina no libera pieza,
2025-05-15,20.0,2,A,Fase1,AC9 Cinch,STELLANTIS,,A10,4.0,Ajuste de Sensor (SD), A10 Ajuste de Sensor (SD),4 min  A10 Ajuste de Sensor (SD) ,
2025-05-15,20.0,2,A,Fase1,AC9 Cinch,STELLANTIS,,LÍNEA,7.0,Cambio de Modelo , LÍNEA Cambio de Modelo ,7 min  LÍNEA Cambio de Modelo  ,
2025-05-15,20.0,2,A,Fase1,AC9 Cinch,STELLANTIS,,A9,6.0,Falla de Máquina, A9 Falla de Máquina,6 min  A9 Falla de Máquina se atora pin ,
2025-05-15,20.0,2,A,Fase1,GA Cable B LH,NISSAN,LH,J04,91.0,Entrenamiento de Personal,LH J04 Entrenamiento de Personal,91 min LH J04 Entrenamiento de Personal ,
2025-05-15,20.0,2,A,Fase1,GA Cable B LH,NISSAN,LH,LÍNEA,10.0,Cambio de Modelo ,LH LÍNEA Cambio de Modelo ,10 min LH LÍNEA Cambio de Modelo  1,
2025-05-15,20.0,2,A,Fase1,GA Cable B LH,NISSAN,LH,LÍNEA,10.0,Cambio de Modelo ,LH LÍNEA Cambio de Modelo ,10 min LH LÍNEA Cambio de Modelo  2,
2025-05-15,20.0,2,A,Fase1,GA Cable B LH,NISSAN,LH,J02,,Ajuste de Sensor (SD),LH J02 Ajuste de Sensor (SD),,
2025-05-15,20.0,2,A,Fase1,GA Cable A RH,NISSAN,RH,J04,10.0,No pasa Red Rabbit,RH J04 No pasa Red Rabbit,10 min RH J04 No pasa Red Rabbit C,
2025-05-15,20.0,2,A,Fase1,GA Cable A RH,NISSAN,RH,LÍNEA,10.0,Cambio de Modelo ,RH LÍNEA Cambio de Modelo ,10 min RH LÍNEA Cambio de Modelo  1,
2025-05-15,20.0,2,A,Fase1,GA Cable A RH,NISSAN,RH,LÍNEA,7.0,Junta de Seguridad,RH LÍNEA Junta de Seguridad,7 min RH LÍNEA Junta de Seguridad ENTREGA DE TRIPTICOS,
2025-05-15,20.0,2,A,Fase1,GA Cable A LH,NISSAN,LH,J04,5.0,No pasa Red Rabbit,LH J04 No pasa Red Rabbit,5 min LH J04 No pasa Red Rabbit ,
2025-05-15,20.0,2,A,Fase1,GA Cable A LH,NISSAN,LH,J02,89.0,Falla de Máquina,LH J02 Falla de Máquina,89 min LH J02 Falla de Máquina se apaga,
2025-05-15,20.0,2,A,Fase1,GA Cable A LH,NISSAN,LH,J02,11.0,Falla de Máquina,LH J02 Falla de Máquina,11 min LH J02 Falla de Máquina no libera pieza,
2025-05-15,20.0,2,A,Fase1,GA Cable A LH,NISSAN,LH,LÍNEA,10.0,Cambio de Modelo ,LH LÍNEA Cambio de Modelo ,10 min LH LÍNEA Cambio de Modelo  1,
2025-05-15,20.0,2,A,Fase1,GA Cable A LH,NISSAN,LH,J02,,No Termina Ciclo,LH J02 No Termina Ciclo,,
2025-05-15,20.0,2,A,Fase1,GA Main,NISSAN,,LÍNEA,10.0,Cambio de Modelo , LÍNEA Cambio de Modelo ,10 min  LÍNEA Cambio de Modelo  1,
2025-05-15,20.0,2,A,Fase1,GA Main,NISSAN,,LÍNEA,10.0,Cambio de Modelo , LÍNEA Cambio de Modelo ,10 min  LÍNEA Cambio de Modelo  2,
2025-05-15,20.0,2,A,Fase1,GA Main,NISSAN,,LÍNEA,10.0,Cambio de Modelo , LÍNEA Cambio de Modelo ,10 min  LÍNEA Cambio de Modelo  3,
2025-05-15,20.0,2,A,Fase1,GA Main,NISSAN,,LÍNEA,10.0,Cambio de Modelo , LÍNEA Cambio de Modelo ,10 min  LÍNEA Cambio de Modelo  4,
2025-05-15,20.0,2,A,Fase2,M18 LH,HONDA,LH,B12.1,4.0,No pasa Red Rabbit,LH B12.1 No pasa Red Rabbit,4 min LH B12.1 No pasa Red Rabbit ,
2025-05-15,20.0,2,A,Fase2,M18 LH,HONDA,LH,LÍNEA,5.0,Cambio de Modelo ,LH LÍNEA Cambio de Modelo ,5 min LH LÍNEA Cambio de Modelo  1,
2025-05-15,20.0,2,A,Fase2,M18 LH,HONDA,LH,B3,16.0,Falla de Máquina,LH B3 Falla de Máquina,16 min LH B3 Falla de Máquina cambio de herramental,
2025-05-15,20.0,2,A,Fase2,M18 LH,HONDA,LH,LÍNEA,1.0,Cambio de Modelo ,LH LÍNEA Cambio de Modelo ,1 min LH LÍNEA Cambio de Modelo  2,
2025-05-15,20.0,2,A,Fase2,M18 LH,HONDA,LH,LÍNEA,15.0,Cambio de Modelo ,LH LÍNEA Cambio de Modelo ,15 min LH LÍNEA Cambio de Modelo  3,
2025-05-15,20.0,2,A,Fase2,M11 Final RR LH,HONDA,RR LH,LÍNEA,8.0,Falla de Sistema POD,RR LH LÍNEA Falla de Sistema POD,8 min RR LH LÍNEA Falla de Sistema POD ,
2025-05-15,20.0,2,A,Fase2,M11 Final RR LH,HONDA,RR LH,LÍNEA,10.0,Material Equivocado,RR LH LÍNEA Material Equivocado,10 min RR LH LÍNEA Material Equivocado ,
2025-05-15,20.0,2,A,Fase2,M11 Final RR RH,HONDA,RR RH,LÍNEA,30.0,Falta de Material,RR RH LÍNEA Falta de Material,30 min RR RH LÍNEA Falta de Material ,
2025-05-15,20.0,2,A,Fase2,M11 Final RR RH,HONDA,RR RH,LÍNEA,5.0,Material Equivocado,RR RH LÍNEA Material Equivocado,5 min RR RH LÍNEA Material Equivocado ,
2025-05-15,20.0,2,A,Fase2,M11 Final FR LH,HONDA,FR LH,LÍNEA,10.0,Falla de Sistema POD,FR LH LÍNEA Falla de Sistema POD,10 min FR LH LÍNEA Falla de Sistema POD ,
2025-05-15,20.0,2,A,Fase2,M11 Final FR LH,HONDA,FR LH,LÍNEA,8.0,Material Mezclado,FR LH LÍNEA Material Mezclado,8 min FR LH LÍNEA Material Mezclado cable,
2025-05-15,20.0,2,A,Fase2,Conveyor,HONDA,,K33,46.0,No Regresa a Origen, K33 No Regresa a Origen,46 min  K33 No Regresa a Origen ,
2025-05-15,20.0,2,A,Fase2,Conveyor,HONDA,,LÍNEA,15.0,Liberación de Calidad, LÍNEA Liberación de Calidad,15 min  LÍNEA Liberación de Calidad ,
2025-05-15,20.0,2,A,Fase2,Conveyor,HONDA,,LÍNEA,3.0,Cambio de Modelo , LÍNEA Cambio de Modelo ,3 min  LÍNEA Cambio de Modelo  1,
2025-05-15,20.0,2,A,Fase2,Conveyor,HONDA,,LÍNEA,4.0,Cambio de Modelo , LÍNEA Cambio de Modelo ,4 min  LÍNEA Cambio de Modelo  2,
2025-05-15,20.0,2,A,Fase2,Conveyor,HONDA,,K08,11.0,Falla de Máquina, K08 Falla de Máquina,11 min  K08 Falla de Máquina no ensambla stopper,
2025-05-15,20.0,2,A,Fase2,Conveyor,HONDA,,K10,12.0,Falta de Material, K10 Falta de Material,12 min  K10 Falta de Material ws entrenammiento,
2025-05-15,20.0,2,A,Fase2,Conveyor,HONDA,,K33,18.0,Falla de Máquina, K33 Falla de Máquina,18 min  K33 Falla de Máquina se alarma selo se restablece ,
2025-05-15,20.0,2,A,Fase2,Conveyor,HONDA,,K19,12.0,Falla de Conveyor, K19 Falla de Conveyor,12 min  K19 Falla de Conveyor interrupcion de ciclo ,
2025-05-15,20.0,2,A,Fase2,M16 A RH,HONDA,RH,LÍNEA,56.0,Se corre con personal de otra Línea,RH LÍNEA Se corre con personal de otra Línea,56 min RH LÍNEA Se corre con personal de otra Línea ,
2025-05-15,20.0,2,A,Fase2,M16 A RH,HONDA,RH,LÍNEA,9.0,Junta de Reclamo,RH LÍNEA Junta de Reclamo,9 min RH LÍNEA Junta de Reclamo ,
2025-05-15,20.0,2,A,Fase2,M16 A RH,HONDA,RH,B14,6.0,No Regresa a Origen,RH B14 No Regresa a Origen,6 min RH B14 No Regresa a Origen ,
2025-05-15,20.0,2,A,Fase2,M16 A RH,HONDA,RH,LÍNEA,3.0,Falla de Máquina,RH LÍNEA Falla de Máquina,3 min RH LÍNEA Falla de Máquina conector,
2025-05-15,20.0,2,A,Fase2,M16 A LH,HONDA,LH,B7,5.0,Falla de Máquina,LH B7 Falla de Máquina,5 min LH B7 Falla de Máquina fuga de grasa ,
2025-05-15,20.0,2,A,Fase2,M16 A LH,HONDA,LH,LÍNEA,5.0,Junta de Reclamo,LH LÍNEA Junta de Reclamo,5 min LH LÍNEA Junta de Reclamo ,
2025-05-15,20.0,2,A,Fase2,M16 A LH,HONDA,LH,B7,50.0,No Inyecta Puntos de Grasa,LH B7 No Inyecta Puntos de Grasa,50 min LH B7 No Inyecta Puntos de Grasa ,
2025-05-15,20.0,2,A,Fase2,M16 A LH,HONDA,LH,LÍNEA,6.0,Cambio de Modelo ,LH LÍNEA Cambio de Modelo ,6 min LH LÍNEA Cambio de Modelo  1,
2025-05-15,20.0,2,A,Fase2,M16 A LH,HONDA,LH,B13,11.0,Falla de Máquina,LH B13 Falla de Máquina,11 min LH B13 Falla de Máquina marca SW NG ,
2025-05-15,20.0,2,A,Fase2,M16 A LH,HONDA,LH,LÍNEA,5.0,Cambio de Modelo ,LH LÍNEA Cambio de Modelo ,5 min LH LÍNEA Cambio de Modelo  2,
2025-05-15,20.0,2,A,Fase2,M16 A LH,HONDA,LH,B7,15.0,No Inyecta Puntos de Grasa,LH B7 No Inyecta Puntos de Grasa,15 min LH B7 No Inyecta Puntos de Grasa desfasados,
2025-05-15,20.0,2,A,Fase2,ODYSSEY LH,HONDA,LH,B2,15.0,Entrenamiento de Personal,LH B2 Entrenamiento de Personal,15 min LH B2 Entrenamiento de Personal ,
2025-05-15,20.0,2,A,Fase2,ODYSSEY RH,HONDA,RH,B2,16.0,Entrenamiento de Personal,RH B2 Entrenamiento de Personal,16 min RH B2 Entrenamiento de Personal ,
2025-05-15,20.0,2,A,Fase2,Conveyor,HONDA,,K19,9.0,Entrenamiento de Personal, K19 Entrenamiento de Personal,9 min  K19 Entrenamiento de Personal ,
2025-05-15,20.0,2,A,Fase1,Hood Lock P71A,NISSAN,,LÍNEA,2.0,Cambio de Modelo , LÍNEA Cambio de Modelo ,2 min  LÍNEA Cambio de Modelo  ,
2025-05-15,20.0,2,A,Fase1,Check link XDC,NISSAN,,A3,10.0,Falla de Máquina, A3 Falla de Máquina,10 min  A3 Falla de Máquina se queda a medio ciclo ,
2025-05-15,20.0,2,A,Fase1,GA Cable A LH,NISSAN,LH,LÍNEA,10.0,Cambio de Modelo ,LH LÍNEA Cambio de Modelo ,10 min LH LÍNEA Cambio de Modelo  2,
2025-05-15,20.0,2,A,Fase1,GA Cable A LH,NISSAN,LH,LÍNEA,5.0,Cambio de Modelo ,LH LÍNEA Cambio de Modelo ,5 min LH LÍNEA Cambio de Modelo  3,
2025-05-15,20.0,2,A,Fase1,GA Cable A RH,NISSAN,RH,LÍNEA,10.0,Cambio de Modelo ,RH LÍNEA Cambio de Modelo ,10 min RH LÍNEA Cambio de Modelo  2,
2025-05-15,20.0,2,A,Fase1,GA Cable A RH,NISSAN,RH,LÍNEA,10.0,Cambio de Modelo ,RH LÍNEA Cambio de Modelo ,10 min RH LÍNEA Cambio de Modelo  3,
2025-05-16,20.0,1,B,Fase1,GA Main,NISSAN,,A12,50.0,No Inyecta Puntos de Grasa, A12 No Inyecta Puntos de Grasa,50 min  A12 No Inyecta Puntos de Grasa ,
2025-05-16,20.0,1,B,Fase1,GA Main,NISSAN,,LÍNEA,7.0,Cambio de Modelo , LÍNEA Cambio de Modelo ,7 min  LÍNEA Cambio de Modelo  1,
2025-05-16,20.0,1,B,Fase1,GA Cable A LH,NISSAN,LH,LÍNEA,10.0,Cambio de Modelo ,LH LÍNEA Cambio de Modelo ,10 min LH LÍNEA Cambio de Modelo  1,
2025-05-16,20.0,1,B,Fase1,GA Cable A LH,NISSAN,LH,LÍNEA,10.0,Cambio de Modelo ,LH LÍNEA Cambio de Modelo ,10 min LH LÍNEA Cambio de Modelo  2,
2025-05-16,20.0,1,B,Fase1,GA Cable A LH,NISSAN,LH,LÍNEA,10.0,Cambio de Modelo ,LH LÍNEA Cambio de Modelo ,10 min LH LÍNEA Cambio de Modelo  3,
2025-05-16,20.0,1,B,Fase1,GA Cable A RH,NISSAN,RH,LÍNEA,10.0,Cambio de Modelo ,RH LÍNEA Cambio de Modelo ,10 min RH LÍNEA Cambio de Modelo  1,
2025-05-16,20.0,1,B,Fase1,GA Cable A RH,NISSAN,RH,LÍNEA,10.0,Cambio de Modelo ,RH LÍNEA Cambio de Modelo ,10 min RH LÍNEA Cambio de Modelo  2,
2025-05-16,20.0,1,B,Fase1,GA Cable A RH,NISSAN,RH,LÍNEA,10.0,Cambio de Modelo ,RH LÍNEA Cambio de Modelo ,10 min RH LÍNEA Cambio de Modelo  3,
2025-05-16,20.0,1,B,Fase1,GA Cable A RH,NISSAN,RH,LÍNEA,8.0,Falta de Material,RH LÍNEA Falta de Material,8 min RH LÍNEA Falta de Material ,
2025-05-16,20.0,1,B,Fase1,GA Cable B LH,NISSAN,LH,LÍNEA,10.0,Cambio de Modelo ,LH LÍNEA Cambio de Modelo ,10 min LH LÍNEA Cambio de Modelo  1,
2025-05-16,20.0,1,B,Fase1,GA Cable B LH,NISSAN,LH,LÍNEA,10.0,Cambio de Modelo ,LH LÍNEA Cambio de Modelo ,10 min LH LÍNEA Cambio de Modelo  2,
2025-05-16,20.0,1,B,Fase1,GA Cable B LH,NISSAN,LH,LÍNEA,10.0,Cambio de Modelo ,LH LÍNEA Cambio de Modelo ,10 min LH LÍNEA Cambio de Modelo  3,
2025-05-16,20.0,1,B,Fase1,GA Cable B LH,NISSAN,LH,LÍNEA,7.0,Falta de Sub-ensamble,LH LÍNEA Falta de Sub-ensamble,7 min LH LÍNEA Falta de Sub-ensamble ,
2025-05-16,20.0,1,B,Fase1,GA Cable B RH,NISSAN,RH,LÍNEA,10.0,Cambio de Modelo ,RH LÍNEA Cambio de Modelo ,10 min RH LÍNEA Cambio de Modelo  1,
2025-05-16,20.0,1,B,Fase1,GA Cable B RH,NISSAN,RH,LÍNEA,7.0,Falta de Material,RH LÍNEA Falta de Material,7 min RH LÍNEA Falta de Material CABLE OH V06011323,
2025-05-16,20.0,1,B,Fase1,GA Cable B RH,NISSAN,RH,J04,7.0,No da Ciclo,RH J04 No da Ciclo,7 min RH J04 No da Ciclo FIXTURE DE SELLO NO RECORRE,
2025-05-16,20.0,1,B,Fase1,GA Cable B RH,NISSAN,RH,LÍNEA,10.0,Cambio de Modelo ,RH LÍNEA Cambio de Modelo ,10 min RH LÍNEA Cambio de Modelo  2,
2025-05-16,20.0,1,B,Fase1,GA Cable B RH,NISSAN,RH,LÍNEA,10.0,Cambio de Modelo ,RH LÍNEA Cambio de Modelo ,10 min RH LÍNEA Cambio de Modelo  3,
2025-05-16,20.0,1,B,Fase1,Check link XDC,NISSAN,,A1,13.0,Maquina Alarmada, A1 Maquina Alarmada,13 min  A1 Maquina Alarmada BAJA PRESION DE AIRE,
2025-05-16,20.0,1,B,Fase1,Check link XDC,NISSAN,,LÍNEA,10.0,Cambio de Modelo , LÍNEA Cambio de Modelo ,10 min  LÍNEA Cambio de Modelo  ,
2025-05-16,20.0,1,B,Fase1,Hinge P02F,NISSAN,,LÍNEA,8.0,Cambio de Modelo , LÍNEA Cambio de Modelo ,8 min  LÍNEA Cambio de Modelo  ,
2025-05-16,20.0,1,B,Fase1,AC9 Cinch,STELLANTIS,,LÍNEA,6.0,Cambio de Modelo , LÍNEA Cambio de Modelo ,6 min  LÍNEA Cambio de Modelo  ,
2025-05-16,20.0,1,B,Fase1,AC9 Cinch,STELLANTIS,,A10,5.0,Falla de Sensor (SD), A10 Falla de Sensor (SD),5 min  A10 Falla de Sensor (SD) no detecta pieza ,
2025-05-16,20.0,1,B,Fase1,AC9 Cinch,STELLANTIS,,LÍNEA,50.0,Falta de Empaque/Contenedor, LÍNEA Falta de Empaque/Contenedor,50 min  LÍNEA Falta de Empaque/Contenedor ,
2025-05-16,20.0,1,B,Fase1,AC9 Cinch,STELLANTIS,,A6,18.0,Ajuste de Camara (SD), A6 Ajuste de Camara (SD),18 min  A6 Ajuste de Camara (SD) ,
2025-05-16,20.0,1,B,Fase2,Conveyor,HONDA,,K11,30.0,Falla de Conveyor, K11 Falla de Conveyor,30 min  K11 Falla de Conveyor SE RESTABLECE,
2025-05-16,20.0,1,B,Fase2,Conveyor,HONDA,,LÍNEA,7.0,Cambio de Modelo , LÍNEA Cambio de Modelo ,7 min  LÍNEA Cambio de Modelo  ,
2025-05-16,20.0,1,B,Fase2,Conveyor,HONDA,,K33,7.0,Falla de Conveyor, K33 Falla de Conveyor,7 min  K33 Falla de Conveyor SE RESTABLECE,
2025-05-16,20.0,1,B,Fase2,M16 A LH,HONDA,LH,B7,52.0,No Inyecta Puntos de Grasa,LH B7 No Inyecta Puntos de Grasa,52 min LH B7 No Inyecta Puntos de Grasa ,
2025-05-16,20.0,1,B,Fase2,M16 A LH,HONDA,LH,LÍNEA,4.0,Cambio de Modelo ,LH LÍNEA Cambio de Modelo ,4 min LH LÍNEA Cambio de Modelo  ,
2025-05-16,20.0,1,B,Fase2,M16 A LH,HONDA,LH,B7,3.0,Falla de Máquina,LH B7 Falla de Máquina,3 min LH B7 Falla de Máquina MARCA TEMPERATURA,
2025-05-16,20.0,1,B,Fase2,M16 B RH,HONDA,RH,B15,28.0,Ajuste de Fixture (PY),RH B15 Ajuste de Fixture (PY),28 min RH B15 Ajuste de Fixture (PY) DESALÍNEADO,
2025-05-16,20.0,1,B,Fase2,M16 B RH,HONDA,RH,B5,10.0,Falta de Material,RH B5 Falta de Material,10 min RH B5 Falta de Material LEVER LOCK RR,
2025-05-16,20.0,1,B,Fase2,M16 B RH,HONDA,RH,B1,6.0,Abastecimiento,RH B1 Abastecimiento,6 min RH B1 Abastecimiento JUNTA DE WS CON SUPERVISORA ,
2025-05-16,20.0,1,B,Fase1,Check link XDC,NISSAN,,LÍNEA,9.0,Cambio de Modelo , LÍNEA Cambio de Modelo ,9 min  LÍNEA Cambio de Modelo  ,
2025-05-16,20.0,1,B,Fase1,Check link L02D,NISSAN,,LÍNEA,157.0,Paro Programado, LÍNEA Paro Programado,157 min  LÍNEA Paro Programado ,
2025-05-16,20.0,1,B,Fase1,GA Main,NISSAN,,LÍNEA,7.0,Cambio de Modelo , LÍNEA Cambio de Modelo ,7 min  LÍNEA Cambio de Modelo  2,
2025-05-16,20.0,1,B,Fase1,GA Main,NISSAN,,C03,15.0,Falla de Máquina, C03 Falla de Máquina,15 min  C03 Falla de Máquina Lh,
2025-05-16,20.0,1,B,Fase1,GA Cable B LH,NISSAN,LH,LÍNEA,10.0,Cambio de Modelo ,LH LÍNEA Cambio de Modelo ,10 min LH LÍNEA Cambio de Modelo  4,
2025-05-16,20.0,1,B,Fase1,GA Cable B LH,NISSAN,LH,J02,8.0,Falla de Sensor (SD),LH J02 Falla de Sensor (SD),8 min LH J02 Falla de Sensor (SD) angle ,
2025-05-16,20.0,1,B,Fase1,GA Cable B LH,NISSAN,LH,LÍNEA,10.0,Cambio de Modelo ,LH LÍNEA Cambio de Modelo ,10 min LH LÍNEA Cambio de Modelo  5,
2025-05-16,20.0,1,B,Fase1,GA Cable B LH,NISSAN,LH,LÍNEA,4.0,Falta de Material,LH LÍNEA Falta de Material,4 min LH LÍNEA Falta de Material ,
2025-05-16,20.0,1,B,Fase1,GA Cable B LH,NISSAN,LH,LÍNEA,8.0,Cambio de Grasa,LH LÍNEA Cambio de Grasa,8 min LH LÍNEA Cambio de Grasa ,
2025-05-16,20.0,1,B,Fase1,GA Cable A RH,NISSAN,RH,LÍNEA,10.0,Cambio de Modelo ,RH LÍNEA Cambio de Modelo ,10 min RH LÍNEA Cambio de Modelo  4,
2025-05-16,20.0,1,B,Fase1,GA Cable A LH,NISSAN,LH,LÍNEA,7.0,Falta de Material,LH LÍNEA Falta de Material,7 min LH LÍNEA Falta de Material latch 13160,
2025-05-16,20.0,1,B,Fase2,M16 A RH,HONDA,RH,LÍNEA,7.0,Cambio de Modelo ,RH LÍNEA Cambio de Modelo ,7 min RH LÍNEA Cambio de Modelo  1,
2025-05-16,20.0,1,B,Fase2,M16 A RH,HONDA,RH,LÍNEA,6.0,Cambio de Modelo ,RH LÍNEA Cambio de Modelo ,6 min RH LÍNEA Cambio de Modelo  2,
2025-05-16,20.0,1,B,Fase2,M16 A RH,HONDA,RH,LÍNEA,12.0,Falla de Máquina,RH LÍNEA Falla de Máquina,12 min RH LÍNEA Falla de Máquina ajuste de prensa,
2025-05-16,20.0,1,B,Fase2,M18 LH,HONDA,LH,B7,7.0,No Inyecta Puntos de Grasa,LH B7 No Inyecta Puntos de Grasa,7 min LH B7 No Inyecta Puntos de Grasa ,
2025-05-16,20.0,1,B,Fase2,M18 LH,HONDA,LH,B10,5.0,Maquina Alarmada,LH B10 Maquina Alarmada,5 min LH B10 Maquina Alarmada tornillo,
2025-05-16,20.0,1,B,Fase2,M18 LH,HONDA,LH,LÍNEA,7.0,Cambio de Modelo ,LH LÍNEA Cambio de Modelo ,7 min LH LÍNEA Cambio de Modelo  1,
2025-05-16,20.0,1,B,Fase2,M18 LH,HONDA,LH,B13,7.0,No Inyecta Puntos de Grasa,LH B13 No Inyecta Puntos de Grasa,7 min LH B13 No Inyecta Puntos de Grasa lever IH,
2025-05-16,20.0,1,B,Fase2,M18 LH,HONDA,LH,B13,8.0,Mala Colocación de Fecha,LH B13 Mala Colocación de Fecha,8 min LH B13 Mala Colocación de Fecha ,
2025-05-16,20.0,1,B,Fase2,M18 LH,HONDA,LH,LÍNEA,10.0,Falta de Empaque/Contenedor,LH LÍNEA Falta de Empaque/Contenedor,10 min LH LÍNEA Falta de Empaque/Contenedor ,
2025-05-16,20.0,1,B,Fase2,M18 LH,HONDA,LH,LÍNEA,3.0,Cambio de Modelo ,LH LÍNEA Cambio de Modelo ,3 min LH LÍNEA Cambio de Modelo  2,
2025-05-16,20.0,1,B,Fase2,M18 LH,HONDA,LH,LÍNEA,7.0,Material Equivocado,LH LÍNEA Material Equivocado,7 min LH LÍNEA Material Equivocado ,
2025-05-16,20.0,1,B,Fase2,M18 LH,HONDA,LH,B9,33.0,Dispensador de tornillos,LH B9 Dispensador de tornillos,33 min LH B9 Dispensador de tornillos ,
2025-05-16,20.0,1,B,Fase2,M18 LH,HONDA,LH,LÍNEA,7.0,Cambio de Modelo ,LH LÍNEA Cambio de Modelo ,7 min LH LÍNEA Cambio de Modelo  3,
2025-05-16,20.0,1,B,Fase2,M18 LH,HONDA,LH,LÍNEA,5.0,Falta de Material,LH LÍNEA Falta de Material,5 min LH LÍNEA Falta de Material ,
2025-05-16,20.0,1,B,Fase2,M18 LH,HONDA,LH,B2,5.0,Falla de Sensor (SD),LH B2 Falla de Sensor (SD),5 min LH B2 Falla de Sensor (SD) ,
